SLUG,SYMBOL,NAME
 smartcoin-farm,SMRT, SmartCoin (SMRT)
 invictus,IN, Invictus
 p2p,P2P, P2P
 digidinar-token,DDRT, DigiDinar Token
 force-of-nature,FON, Force of Nature
 universe-coin,UNIS, Universe Coin
 swole-doge,SWOLE, Swole Doge
 safelight,SAFELIGHT, SafeLight
 content-coin,CONT, Content Coin
 turbotrix-finance,TTF, TurboTrix Finance
 acryptosi,ACSI, ACryptoSI
 1tronic-network,1TRC, 1TRONIC Network
 workertown,WTN, WorkerTown
 gymmov-reward,GMR, GymMov Reward
 greenbiox,GREENBIOX, GreenBioX
 foho-coin,FOHO, FOHO Coin
 horgi,HORGI, Horgi
 dol-rune---rune-game,DOL, DOL RUNE - Rune.Game
 otium-tech,OTIUM, Otium Tech
 solview,SOLV, SOLVIEW
 xbullion,GOLD, Xbullion
 shibalana,SHIBA, Shibalana
 rebellion-protocol,REBL, Rebellion Protocol
 prostarter,PROT, Prostarter
 skydos,SDC, SkyDOS
 energy-ledger,ELX, Energy Ledger
 delish-finance,DELISH, Delish Finance
 horizondollar,HZD, HorizonDollar
 bitblocks-fire,BFIRE, Bitblocks Fire
 raptor-token,RPTR, Raptor Finance
 bitcurate,BTCR, Bitcurate
 wault-finance-new,WAULTX, Wault [New]
 blockmine,GOLD NUGGET, Blockmine
 swirl,SWIRL, Swirl
 bb-gaming,BB, BB Gaming
 swift-finance,SWIFT, Swift Finance
 limited-usd,LUSD, Limited USD
 fanbi-token,FBT, FANBI TOKEN
 zilwall-paint,ZPAINT, ZilWall Paint
 baby-defido,BabyDeFido, Baby DeFido
 nobo-finance,NOBF, Nobo Finance
 shibarmyzilla,SZILLA, ShibarmyZilla
 the-underground,BLOOD, The Underground
 digitaldollar,DUSD, DigitalDollar
 laddercaster,LADA, LadderCaster
 cross-chain-capital,CCC, Cross Chain Capital
 pfizer-tokenized-stock-bittrex,PFE, Pfizer tokenized stock Bittrex
 manarium,ARI, Manarium
 hachikoinu,INU, Hachiko Inu
 demeter-chain,DMTC, Demeter Chain
 everyonescrypto,EOC, Everyonescrypto
 selfbar,SBAR, SelfBar
 devault,DVT, DeVault
 fossil,FOSSIL, Fossil
 buni-universal-reward,BUR, Buni Universal Reward
 upper-dollar,USDU, Upper Dollar
 divine-dao,DIVINE, DivineDAO
 motherearth,MOT, MOTHEREARTH
 diabolo,DCASH, Diabolo
 metamatic,META, MetaMatic
 nef-rune---rune-game,NEF, NEF RUNE - Rune.Game
 protector-roge,PROGE, Protector Roge
 shiba-bch,SHIBBCH, ShibaBCH
 mkitty,MKITTY, mKitty
 vodi-x,VDX, Vodi X
 space-iz,SPIZ, SPACE-iZ
 goku,GOKU, Goku
 bepay,BECOIN, bePAY Finance
 whitex,WHX, WHITEX
 bdollar-share,SBDO, bDollar Share
 noizchain,NOIZ, NOIZ
 streeth,STREETH, STREETH
 pshare,PSHARE, pSHARE
 social-send,SEND, Social Send
 bamboo-coin,BMBO, Bamboo Coin
 future,FTR, Future
 arkadiko-finance,DIKO, Arkadiko Finance
 eagonswap-token,EAGON, EagonSwap Token
 whirl-finance,WHIRL, Whirl Finance
 direwolf,DIREWOLF, Direwolf
 bitonyx,BTNYX, BitOnyx
 blockcdn,BCDN, BlockCDN
 canyacoin,CAN, CanYaCoin
 kekwcoin,KEKW, Kekwcoin
 battleroyaletoken,BRTK, BattleRoyaleToken
 moon-light-night,MLNT, Moon Light Night
 rally-solana,SRLY, Rally (Solana)
 mcdoge,MCDOGE, McDoge
 bakery-tools,TBAKE, Bakery Tools
 aperocket,SPACE, ApeRocket
 artemis-vision,ARV, Artemis Vision
 whalemap,WMP, Whalemap
 agavecoin,AGVC, AgaveCoin
 carillonium-finance,CAROM, Carillonium finance
 lum-rune,LUM, Lum Rune
 citios,R2R, CitiOs
 flama,FMA, FLAMA
 3x-long-tomochain-token,TOMOBULL, 3X Long TomoChain Token
 mach-project,MACH, MACH Project
 yearn-finance-red-moon,YFRM, Yearn Finance Red Moon
 shiba-inu-empire,SHIBEMP, Shiba Inu Empire
 deswap,DAW, Deswap
 cosmic-coin,COSMIC, Cosmic Coin
 savetoken,SAVE, SaveToken
 defi-of-thrones,DOTX, DeFi of Thrones
 financial-investment-token,FIT, FINANCIAL INVESTMENT TOKEN
 plusonecoin,PLUS1, PlusOneCoin
 solbank-token,SBNK, Solbank Token
 greenpower,GRN, GreenPower
 ashera,ASH, Ashera
 cat,CAT, CAT
 bitvalve,BTV, BitValve
 farmersonly-onion,ONION, FarmersOnly Onion
 solar-energy,SEG, Solar Energy
 brcp-token,BRCP, BRCP TOKEN
 kitty-finance,KITTY, Kitty Finance
 pundi-x,NPXS, Pundi X (Old)
 cryptobharatcoin,CBC, CryptoBharatCoin
 philips-pay-coin,PPC, PHILLIPS PAY COIN
 cameltoken,CMLT, CamelToken
 snowtomb,STOMB, Snowtomb
 polygonfarm-finance,SPADE, PolygonFarm Finance
 snowdog,SDOG, Snowdog
 partial-share,PSHARE, Partial Share
 secret-finance,SEFI, Secret Finance
 imsmart,IMT, Imsmart
 waffle,WAF, Waffle
 volta,VOLTA, Volta
 karatgold-coin,KBC, Karatgold Coin
 upper-pound,GBPU, Upper Pound
 etherpay,ETHPY, Etherpay
 ith-rune---rune-game,ITH, ITH RUNE - Rune.Game
 digidinar,DDR, DigiDinar
 peerex,PERX, PeerEx
 amn-rune---rune-game,AMN, AMN RUNE - Rune.Game
 iceslush-finance,SLUSH, IceSlush Finance
 everest-token,EVRT, Everest Token
 floof,FLOOF, FLOOF
 north-pole,NORTH, North Pole
 astronaut-polygon,pNAUT, Astronaut (Polygon)
 profile-utility-token,PUT, Profile Utility Token
 echo-tech-coin,ECOT, ECHO TECH COIN
 zeppelin-dao,ZEP, Zeppelin DAO
 crypto-royale,ROY, Crypto Royale
 safetesla,SAFETESLA, Safetesla
 dexfolio,DEXF, Dexfolio
 faireclipse,FECLIPSE, FairEclipse
 compound-augur,CREP, Compound Augur
 golden-ratio-coin,GOLDR, Golden Ratio Coin
 mcat,MCAT, mCat
 lemonn,LMN, Lemonn
 lunar-highway,LUNAR, Lunar Highway
 rivermount,RM, Rivermount
 dogelana-com,DGLN, Dogelana
 bem,BEMT, BEM
 satoexchange-token,SATX, SatoExchange Token
 jurassic-nodes,DINO, Jurassic Nodes
 cipher-v2,CPR, Cipher
 pidao,PID, PIDAO
 theoscoin,THS, Theoscoin
 midas-dollar-share,MDS, Midas Dollar Share
 syfin,SYF, Syfin
 hatch-dao,HATCH, Hatch DAO
 upper-euro,EURU, Upper Euro
 papel-token,PAPEL, Papel Token
 farm-hero,HONOR, FarmHero
 sleepearn-finance,SEN, SleepEarn Finance
 bikini-finance,BIKINI, Bikini Finance
 kepler-network,KMW, Kepler Network
 dune-network,DUN, Dune Network
 bitdns,DNS, BitDNS
 fryworld,FRIES, fry.world
 blockchain-quotations-index-token,BQT, Blockchain Quotations Index Token
 hel-rune---rune-game,HEL, HEL RUNE - Rune.Game
 sprink,SPRINK, SPRINK
 tempo-dao,TEMPO, Tempo DAO
 global-gaming,GMNG, Global Gaming
 bridgesplit-brand-index,BBI, Bridgesplit Brand Index
 hybrid-bank-cash,HBC, Hybrid Bank Cash
 pomicoin,POMI, Pomicoin
 equus-mining-token,EQMT, Equus Mining Token
 libfx,LIBFX, Libfx
 tigerqueen,TQUEEN, TigerQueen
 rush,RUC, RUSH
 intersola,ISOLA, Intersola
 liti-capital,WLITI, Liti Capital
 algoil,AGOLP, AlgOil
 beekan,BKBT, BeeKan
 zeloop-eco-reward,ERW, ZeLoop Eco Reward
 solomon-defi,SLM, Solomon Defi
 vendit,VNDT, Vendit
 bedpage-coin,BED, Bedpage Coin
 barter,BRTR, Barter
 hepa-finance,HEPA, Hepa Finance
 mochi-inu,MOCHI, Mochi Inu
 thesolandao,SDO, TheSolanDAO
 doos-token,DOOS, DOOS TOKEN
 moneyrain-finance,MONEYRAIN, Moneyrain Finance
 phoenxidefi-finance,PNIXS, PhoenxiDefi Finance
 spear-finance,SPEAR, Spear Finance
 shibana,BANA, Shibana
 omega-protocol-money,OPM, Omega Protocol Money
 genebank-token,GNBT, Genebank Token
 binance-smart-chain-girl,BSCGIRL, Binance Smart Chain Girl
 iten,ITEN, ITEN
 dextoken,DEXG, Dextoken
 meroechain,MRC, MeroeChain
 prediqt,PQT, PREDIQT
 fiscus-fyi,FFYI, Fiscus.fyi
 crystal,CRYSTAL, Crystal
 bofb,BOFB, BofB
 recovery-right-token,RRT, Recovery Right Token
 shiba-fantom,SHIBA, Shiba Fantom
 moonpirate,MOONPIRATE, MoonPirate
 useless,USELESS, Useless
 wiseavax,WISE, WiseAvax
 partial,PARTIAL, Partial
 shd-cash,SHDC, SHD CASH
 xtrm-coin,XTRM, XTRM COIN
 yucreat,YUCT, Yucreat
 torex,TOR, Torex
 oc-protocol,OCP, OC Protocol
 kitty-solana,KITTY, Kitty Solana
 totem-finance,TOTEM, Totem Finance
 solex-finance,SLX, Solex Finance
 solar-bear,SOLBEAR, Solar Bear
 otfinancial,OT, OTFINANCIAL
 nausicaa-inu,NAUSICAA, Nausicaa-Inu
 privcy,PRIV, PRiVCY
 eld-rune---rune-game,ELD, ELD RUNE - Rune.Game
 swapcoinz,SMILE, SMILE
 ashare,ASHARE, ASHARE
 thenode,THE, THENODE
 axiom,AXIOM, Axiom
 stable-asset,STA, STABLE ASSET
 viral-inu,VINU, Viral Inu
 apexit-finance,APEX, ApeXit Finance
 goldmoney,GDM, GOLDMONEY
 elite,ELITE, Elite
 hobonickels,HBN, HoboNickels
 bitcoinv,BTCV, BitcoinV
 zenith-token,ZENX, Zenith Token
 xpansion-game,XPS, Xpansion Game
 zabu-finance,ZABU, Zabu Finance
 bitcoinbr,BTCBR, BitcoinBR
 bananatok,BNA, Bananatok
 pdollar-share,SPDO, pDollar Share
 unlimited-fiscusfyi,UFFYI, Unlimited FiscusFYI
 digex,DIGEX, Digex
 malt-stablecoin-v2,MALT, Malt Stablecoin V2
 the-xenobots-project,XENO, The Xenobots Project
 frog-token,FROG, Frog
 guapcoin,GUAP, Guapcoin
 chopper-inu,CHOPPER, Chopper Inu
 hanacoin,HANA, Hanacoin
 midasdao-new,CROWN, MidasDAO (New)
 avaterra,TERRA, Avaterra
 rugpull-prevention,RUGPULL, Rugpull Prevention
 wipe-my-ass,WIPE, Wipe My ASS
 iinjaz,IJZ, iinjaz
 legalblock,LBK, LegalBlock
 solcats,MEOW, Solcats
 polydragon,DGOLD, PolyDragon
 defi-insurance-protocol,DFIP, DeFi Insurance Protocol
 okex-fly,OKFLY, Okex Fly
 uttoken,UTT, United Traders Token
 ecoreal-estate,ECOREAL, Ecoreal Estate
 vive-la-bouje,VIVE, Vive La Bouje
 again-project,AGAIN, Again Project
 kaiken-shiba,KSHIB, Kaiken Shiba
 sportemon-go,SGO, Sportemon-Go
 stellarinu,STELLARINU, StellarInu
 secure,SCR, Secure
 mmaon,MMAON, MMAON
 semitoken,SEMI, Semitoken
 xank,XANK, Xank
 colibri,CLBR, Colibri Protocol
 staked-tarot,XTAROT, Staked TAROT
 binary-cat,KITTY, Binary Cat
 mcobit,MCT, MCOBIT
 fantastic-protocol-snowy-token,SNOWY, Fantastic Protocol SNOWY Token
 holdex-finance,HOLDEX, Holdex Finance
 oro,ORO, ORO
 snowtomb-lot,SLOT, Snowtomb LOT
 omni-token,OAI, OMNI - People Driven
 yield-hunt,GEM, Yield Hunt
 solcubator,SOLC, Solcubator
 my-defi-legends,DLEGENDS, My DeFi Legends
 karmadao,KDAO, KarmaDao
 safeearth,SAFEEARTH, SafeEarth
 moonrabbit-money,MOONRABBIT, MoonRabbit
 defi-gold,DFGL, DeFi Gold
 daikokuten-sama,DKKS, Daikokuten Sama
 premio,PREMIO, Premio
 bitcomine-token,BME, BitcoMine Token
 creampye,PYE, CreamPYE
 hippo-coin,HIPPO, Hippo Coin
 gombshare,GSHARE, GombShare
 01coin,ZOC, 01coin
 gizadao,GIZA, GizaDao
 nora-token,NRA, Nora Token
 latteswap,LATTE, LatteSwap
 camp,CAMP, Camp
 skinchain,SKC, SKINCHAIN
 turnt-up-tikis,TUT, Turnt Up Tikis
 jolofcoin,JOL, Jolofcoin
 shiba-hunter-falqom,FALQOM, Shiba Hunter
 roar-token,ROAR, Roar Soltigers Token
 answerly,ANSR, Answerly
 mobilinktoken,MOLK, MobilinkToken
 iotexchart,IOTEXCHART, Iotexchart
 dionpay,DION, Dionpay
 gm-holding,GM, GM Holding
 chainpay,CPAY, Chainpay
 tranquility-city,LUMEN, Tranquility City
 safespace,SAFESPACE, SAFESPACE
 solareum-wallet,XSB, Solareum Wallet
 deficliq,CLIQ, DefiCliq
 easticoin,ESTI, Easticoin
 waterfall-finance,WATERFALL, Waterfall Finance
 redchillies,REDC, RedChillies
 solcondoms,CONDOMS, SolCondoms
 miniflokiada,MFLOKIADA, MiniFlokiADA
 sw-dao,SWD, SW DAO
 boryoku-genesis-dragonz-index,DRGNZ, Boryoku Genesis Dragonz Index
 hogt,HOGT, HOGT
 koka-inu,INU, KOKA INU
 ankr-avalanche-reward-earning-bond,aAVAXb, Ankr Reward Earning Staked AVAX
 fantom-doge,RIP, Fantom Doge
 safe-star,SAFESTAR, Safe Star
 unirealchain,UNR, UNIREALCHAIN
 fanterra,FTERRA, FanTerra
 snow-burn,BURN, Snow Burn
 riskmoon,RISKMOON, RiskMoon
 crypto-mushroomz,SHROOMZ, Crypto Mushroomz
 sonic-swap,SONIC, SonicSwap
 advanced-internet-blocks,AIB, Advanced Internet Blocks
 paw-v2,PAW, Paw V2
 justyours,JUST, JustYours
 tribeland,TRBL, Tribeland
 promise,PROMISE, Promise
 happiness,HPNS, Happiness
 moonbeans,BEANS, MoonBeans
 polyroll,ROLL, Polyroll
 bladewarrior,BLADE, BladeWarrior
 bakerguild,BAKER, BakerGuild
 pigeonsol,PGNT, Pigeonsol
 asset-backed-protocol,ABP, Asset Backed Protocol
 solfire-protocol,FIRE, Solfire Protocol
 paradisefi,EDEN, ParadiseFi
 moongame,MGT, MOONGAME
 islandswap,ISL, Islandswap
 loltoken,LOL, LOLTOKEN
 tsuki-inu,TKINU, Tsuki Inu
 gnar-token,GNAR, GNAR TOKEN
 hungry-bear,HUNGRY, Hungry Bear
 predix-network,PRDX, Predix Network
 axion,AXN, Axion
 warrior-token-spartan-casino,WAR, Warrior Token
 xdollar,XDO, xDollar
 rocketmoon,RMOON, RocketMoon
 shibacash,SHIBACASH, ShibaCash
 agro-matic,AMT, Agro-Matic
 family,FAM, Family
 summit-defi,SUMMIT, Summit Defi
 doaibu,DOA, Doaibu
 elementx,FIRE, ElementX
 chimp-fight,NANA, Chimp Fight
 quid-token,QUID, Quid Token
 trism,TRISM, Trism
 exodia,EXOD, Exodia
 dark-planet,DP, Dark Planet
 maticpad,MATPAD, MaticPad
 metti-inu,METTI, Metti Inu
 solit,SLT, Solit
 astrofarms-finance,LEO, AstroFarms Finance
 zurcoin,ZUR, Zurcoin
 wrapped-newyorkcoin,WNYC, Wrapped NewYorkCoin
 snowcat-dao,SCAT, Snowcat DAO
 soltato-fries,FRIES, Soltato FRIES
 far-west-games,CASH, Far West Games
 hub-human-trust-protocol,HUB, Hub - Human Trust Protocol
 native-utility-token,NUT, Native Utility Token
 jsb-foundation,JSB, JSB FOUNDATION
 bitcoin-international,BTCI, BITCOIN INTERNATIONAL
 wanbtc,WANBTC, wanBTC
 stpay,STP, STPAY
 lnasolution-coin,LAS, LNAsolution Coin
 cryptolion,CLION, CryptoLion
 mintcoin,MINT, MintCoin
 marscoin,MARS, Marscoin
 eccoin,ECC, ECC
 rubycoin,RBY, Rubycoin
 clams,CLAM, Clams
 rabbitcoin,RBBT, RabbitCoin
 quotient,XQN, Quotient
 bubble,BUB, Bubble
 clubcoin,CLUB, ClubCoin
 avatarcoin,AV, AvatarCoin
 salus,SLS, SaluS
 francs,FRN, Francs
 aces,ACES, Aces
 proud-money,PROUD, PROUD Money
 lykke,LKK, Lykke
 inflationcoin,IFLT, InflationCoin
 blazercoin,BLAZR, BlazerCoin
 electra,ECA, Electra
 everus,EVR, Everus
 spankchain,SPANK, SpankChain
 hyper-pay,HPY, Hyper Pay
 moac,MOAC, MOAC
 indahash,IDH, indaHash
 coinmeet,MEET, CoinMeet
 intelligent-investment-chain,IIC, Intelligent Investment Chain
 futurocoin,FTO, FuturoCoin
 dacc,DACC, DACC
 thingsoperatingsystem,TOS, ThingsOperatingSystem
 niobio,NBR, Niobio
 promotion-coin,PC, Promotion Coin
 ino-coin,INO, Ino Coin
 thorecoin,THR, ThoreCoin
 netkoin,NTK, Netkoin
 obitan-chain,OBTC, Obitan Chain
 kingxchain,KXC, KingXChain
 yuki,YUKI, YUKI
 abcc-token,AT, ABCC Token
 shinechain,SHE, ShineChain
 eosblack,BLACK, eosBLACK
 gazecoin,GZE, GazeCoin
 bitup-token,BUT, BitUP Token
 youlive-coin,UC, YouLive Coin
 savenode,SNO, SaveNode
 mex,MEX, MEX
 bumo,BU, BUMO
 robotina,ROX, Robotina
 cmitcoin,CMIT, CMITCOIN
 carat,CARAT, CARAT
 tronclassic,TRXC, TRONCLASSIC
 wixlar,WIX, Wixlar
 dragon-token,DT, Dragon Token
 hondaiscoin,HNDC, HondaisCoin
 medibit,MEDIBIT, MediBit
 earneo,RNO, Earneo
 amoveo,VEO, Amoveo
 webn-token,WEBN, WEBN token
 robocalls,RC20, RoboCalls
 jewel,JWL, Jewel
 big-bang-game-coin,BBGC, Big Bang Game Coin
 when-token,WHEN, WHEN Token
 v-dimension,VOLLAR, V-Dimension
 thorenext,THX, ThoreNext
 diamond-platform-token,DPT, Diamond Platform Token
 tratok,TRAT, Tratok
 one-dex,ODEX, One DEX
 tcash,TCASH, TCASH
 blockstamp,BST, BlockStamp
 spectre-security-coin,XSPC, SpectreSecurityCoin
 usdq,USDQ, USDQ
 mgc-token,MGC, MGC Token
 globex,GEX, GLOBEX
 bitcoinregular,BTRL, BitcoinRegular
 zer-dex,ZDX, Zer-Dex
 opennity,OPNN, Opennity
 linktoken,LTK, LinkToken
 crex-token,CREX, Crex Token
 deepcloud-ai,DEEP, DeepCloud AI
 sucrecoin,XSR, Sucrecoin
 ultralpha,UAT, UltrAlpha
 cexland,CEXY, Cexland
 defi,DEFI, Defi
 bitcoinsov,BSOV, BitcoinSoV
 junsonmingchncoin,JMC, Junsonmingchncoin
 myce,YCE, MYCE
 bdcc-bitica-coin,BDCC, BITICA COIN
 electronero,ETNX, Electronero
 secure-cash,SCSX, Secure Cash
 vena,VENA, VENA
 altbet,ABET, Altbet
 hotbit-token,HTB, Hotbit Token
 lightyears,YEAR, Lightyears
 sombe,SBE, Sombe
 city-coin,CITY, City Coin
 dforce-usdx,USDX, dForce USDx
 gomics,GOM, Gomics
 sierracoin,SIERRA, Sierracoin
 tepleton,TEP, Tepleton
 global-x-change-token,GXT, Global X Change Token
 rivex,RVX, Rivex
 inlock,ILK, INLOCK
 finexboxtoken,FNB, FinexboxToken
 dmme,DMME, DMme
 nova,NOVA, NOVA
 schilling-coin,SCH, Schilling-Coin
 marshal-lion-group-coin,MLGC, Marshal Lion Group Coin
 bankroll-network,BNKR, Bankroll Network
 aerotoken,AET, Aerotoken
 newsolution,NST, Newsolution
 sesameseed,SEED, Sesameseed
 buysell,BULL, BuySell
 axial-entertainment-digital-asset,AXL, Axial Entertainment Digital Asset
 fred-energy,FRED, FRED Energy
 afrodex,AfroX, AfroDex
 bitcoffeen,BFF, Bitcoffeen
 bitcoin-pro,BTCP, Bitcoin Pro
 konjungate,KONJ, KONJUNGATE
 linkart,LAR, LinkArt
 emrals,EMRALS, Emrals
 queenbee,QBZ, QUEENBEE
 zent-cash,ZTC, Zent Cash
 0cash,ZCH, 0cash
 bonorum,BONO, Bonorum
 largo-coin,LRG, Largo Coin
 cofinex-coin,CNX, Cofinex
 rakun,RAKU, RAKUN
 five-star-coin,FSC, Five Star Coin
 mydexpay,DXC, Dexchain
 goaltime-n,GTX, GoalTime N
 ode,ODE, ODE
 b-one-payment,B1P, B ONE PAYMENT
 scopuly-coin,SCOP, Scopuly
 charg-coin,CHG, Charg Coin
 unknown-fair-object,UFO, Unknown Fair Object
 mega-lottery-services-global,MLR, Mega Lottery Services Global
 jack-token,JACK, Jack Token
 earnbet,BET, EarnBet
 sudan-gold-coin,SGC, Sudan Gold Coin
 blockidcoin,BID, BLOCKIDCOIN
 resfinex-token,RES, Resfinex Token
 litecoin-sv,LSV, Litecoin SV
 vehicle-data-artificial-intelligence-platform,VAIP, VEHICLE DATA ARTIFICIAL INTELLIGENCE PLATFORM
 cryptobet,CBET, CryptoBet
 unipower,POWER, UniPower
 fanaticos-cash,FCH, Fanaticos Cash
 vectorium,VECT, Vectorium
 unidollar,UNIUSD, UniDollar
 dfohub,BUIDL, DFOhub
 sorachancoin,SORA, SorachanCoin
 chainz-arena,SOUL, ChainZ Arena
 bitcoinhedge,BTCHG, BITCOINHEDGE
 aave-tusd,ATUSD, Aave TUSD
 aave-link,ALINK, Aave LINK
 aave-snx,ASNX, Aave SNX
 aave-mkr,AMKR, Aave MKR
 aave-bat,ABAT, Aave BAT
 aave-busd,ABUSD, Aave BUSD
 aave-dai,ADAI, Aave DAI
 seth,SETH, sETH
 ystar,YSR, Ystar
 nokencoin,NOKN, Nokencoin
 bitcherry,BCHC, BitCherry
 cap,CAP, Cap
 gstcoin,GST, Gstcoin
 antiscamtoken,AST, AntiscamToken
 vn-token,VN, VN Token
 puml-better-health,PUML, PUML Better Health
 stonk,STONK, STONK
 nolecoin,NOLE, NoleCoin
 bitpayer-token,BPT, Bitpayer Token
 ecodollar,ECOS, EcoDollar
 snglsdao,SGT, snglsDAO
 blockclout,CLOUT, BLOCKCLOUT
 coinzoom,ZOOM, CoinZoom
 efin,EFIN, eFIN
 karma-dao,KARMA, Karma DAO
 fme,FME, FME
 powerbalt,PWRB, PowerBalt
 kiwi-token,KIWI, KIWI TOKEN
 lung-protocol,L2P, Lung Protocol
 kids-cash,KASH, Kids Cash
 bw-token,BWB, Bit World Token
 digimax-dgmt,DGMT, DigiMax DGMT
 mdu,MDU, MDUKEY
 888tron,888, 888tron
 eidos,EIDOS, EIDOS
 givly-coin,GIV, GIVLY Coin
 kysc-token,KYSC, KYSC Token
 btc-network-demand-set-ii,BYTE, BTC Network Demand Set II
 eth-20-day-ma-crossover-set,ETH20SMACO, ETH 20 Day MA Crossover Set
 eth-20-day-ma-crossover-yield-set,ETHMACOAPY, ETH 20 Day MA Crossover Yield Set
 eth-btc-rsi-ratio-trading-set,ETHBTCRSI, ETH/BTC RSI Ratio Trading Set
 eth-link-price-action-candlestick-set,LINKETHPA, ETH/LINK Price Action Candlestick Set
 eth-price-action-candlestick-set,ETHPA, ETH Price Action Candlestick Set
 eth-rsi-60-40-crossover-set,ETHRSI6040, ETH RSI 60/40 Crossover Set
 yffi-finance,YFFI, yffi finance
 intelligent-ratio-set,INTRATIO, Intelligent Ratio Set
 link-eth-rsi-ratio-trading-set,LINKETHRSI, LINK/ETH RSI Ratio Trading Set
 link-profit-taker-set,LINKPT, LINK Profit Taker Set
 dice,DICE, Dice
 diamond-voucher,DVS, Diamond Voucher
 3x-short-tether-gold-token,XAUTBEAR, 3X Short Tether Gold Token
 yas,YAS, YAS
 play-royal,PLAY, Play Royal
 scc-digforit,SCC, SCC DIGforIT
 x-block,IX, X-Block
 tune-token,TUNE, TUNE TOKEN
 avccoin,AVC, AVCCOIN
 cherry-token,YT, Cherry Token
 softbtc,sBTC, sBTC
 dragonbit,DRGB, Dragonbit
 empow,EM, Empow
 infinite-ricks,RICK, Infinite Ricks
 fxpay,FXP, FXPay
 kevacoin,KVA, Kevacoin
 lovehearts,LVH, LoveHearts
 kulupu,KLP, Kulupu
 aludra-network,ALD, Aludra Network
 ludos,LUD, Ludos Protocol
 nantrade,NAN, NanTrade
 mandi-token,MANDI, Mandi Token
 orbyt-token,ORBYT, ORBYT Token
 tidebit-token,TBT, TideBit Token
 wingshop,WING, WingShop
 myx-network,MYX, MYX Network
 bitalgo,ALG, Bitalgo
 love-coin,LOVE, Love Coin
 keysians-network,KEN, Keysians Network
 coil,COIL, COIL
 crypto-price-index,CPI, Crypto Price Index
 krosscoin,KSS, Krosscoin
 grap,GRAP, GRAP
 defi-omega,DFIO, DeFi Omega
 miks-coin,MIKS, MIKS COIN
 degenvc,DGVC, DegenVC
 mork,MORK, MORK
 the-hash-speed,THS, The Hash Speed
 cat-trade-protocol,CATX, CAT.trade Protocol
 jboxcoin,JBX, JBOX
 yfiexchange-finance,YFIE, YFIEXCHANGE.FINANCE
 dextrust,DETS, Dextrust
 deonex-token,DON, Deonex Token
 vision,VSN, Vision
 quantbook,QTBK, Quantbook
 swapfolio,SWFL, Swapfolio
 defiat,DFT, DeFiat
 yffs,YFFS, YFFS Finance
 yfbeta,YFBETA, yfBeta
 yfa-finance,YFA, YFA Finance
 the-forms,FRMS, The Forms
 foresight,FORS, Foresight
 definitex,DFX, Definitex
 token-cashpay,TCP, Token CashPay
 voytek-bear-coin,BEAR, BEAR Coin
 build-finance,BUILD, BUILD Finance
 hbtc-token,HBC, HBTC Captain Token
 i9-coin,I9C, i9 Coin
 candelacoin,CLA, Candela Coin
 obic,OBIC, OBIC
 nyan-finance,NYAN, Nyan Finance
 ofin-token,ON, OFIN Token
 betherchip,BEC, Betherchip
 tribute,TRBT, Tribute
 zoom-protocol,ZOM, Zoom Protocol
 oracolxor,XOR, Oracolxor
 unifi-protocol,UP, UniFi Protocol
 3x-long-sushi-token,SUSHIBULL, 3X Long Sushi Token
 yfmoonshot,YFMS, YFMoonshot
 markaccy,MKCY, Markaccy
 livenodes-token,LNOT, Livenodes Token
 unifi-defi,UNIFI, UNIFI DeFi
 finswap,FNSP, Finswap
 axioms,AXI, Axioms
 digital-currency-daily,DCD, Digital Currency Daily
 yfix-finance,YFIX, YFIX Finance
 combine-finance,COMB, Combine.finance
 spoklottery,SPKL, SpokLottery
 antique-zombie-shards,ZOMB, Antique Zombie Shards
 cryptowater,C2O, CryptoWater
 cxn-network,CXN, CXN Network
 wrapped-leo,WLEO, Wrapped LEO
 dfinance,XFI, Dfinance
 timers,IPM, Timers
 yfe-money,YFE, YFE Money
 help-coin,HLP, HLP Token
 bdcash,BDECO, BDCashProtocol Ecosystem
 yfox-finance,YFOX, YFOX FINANCE
 cyclops-treasure,CYTR, Cyclops Treasure
 bellevue-network,BLV, Bellevue Network
 piedao-defi-small-cap,DEFI+S, PieDAO DEFI Small Cap
 yeafinance,YEA, YeaFinance
 yfpro-finance,YFPRO, YFPRO Finance
 stabilize,STBZ, Stabilize
 limitswap,LIMIT, LimitSwap
 decraft-finance,CRAFT, deCraft Finance
 star-pacific-coin,SPC, Star Pacific Coin
 moon,xMOON, r/CryptoCurrency Moons
 yfi-management,YEFIM, YFi Management
 wrapped-bind,WBIND, Wrapped BIND
 yearn-finance-dot,YFDOT, Yearn Finance DOT
 swag-finance,SWAG, SWAG Finance
 yfia,YFIA, YFIA
 galaxy-network,GNC, GALAXY NETWORK
 etg-finance,ETGF, ETG Finance
 apiary-fund-coin,AFC, Apiary Fund Coin
 yearn-finance-network,YFN, Yearn Finance Network
 moonday-finance,MOONDAY, Moonday Finance
 bananodos,yBAN, BananoDOS
 enoki-finance,SPORE, Enoki Finance
 dogdeficoin,DOGDEFI, DogDeFiCoin
 idall,IDALL, IDall
 yfi-credits-group,YFICG, YFI CREDITS GROUP
 tsunami,NAMI, Tsunami finance
 aspire,ASP, Aspire
 megacryptopolis,MEGA, MegaCryptoPolis
 surf,SURF, SURF Finance
 yyfi-protocol,YYFI, YYFI.Protocol
 hiz-finance,HIZ, Hiz Finance
